VOA Reference,Property Description,Address1,Address2,Address3,Address4,Address5,Post Code,Empty Date
ANN1229001500ND,SHOP AND PREMISES,15 North Road,Catchgate,Stanley,Co Durham,,DH9 8LD,20160325
ANN1229050004ND,OFFICES AND PREMISES,First Floor Office,Hobsons Buildings,North Road,Catchgate,Stanley Co Durham,DH9 8UA,20130401
ANN1229050400ND,SHOP AND PREMISES,Rear Of,North Road,Catchgate,Stanley,Co Durham,DH9 8LD,20160201
ANN1229050700ND,SHOP AND PREMISES,12 North Road,Catchgate,Stanley,Co Durham,,DH9 8LD,19991005
ANN1229051200ND,CLUB AND PREMISES,RAOB Club Ltd (Ground Floor),North Road,Catchgate,Stanley,Co. Durham,DH9 8EF,20160401
ANN1230050100ND,SHOP AND PREMISES,4 Factors Cottage,Hobsons Buildings,North Road,Catchgate,Stanley Co Durham,DH9 8EU,20151116
ANN1864000100,SHOP AND PREMISES,1 Victoria Terrace,Annfield Plain,Stanley,Co Durham,,DH9 8JZ,20100701
ANN1937000400ND,SHOP AND PREMISES,4 West Road,Annfield Plain,Stanley,Co Durham,,DH9 8HU,20060904
ANN1937000500ND,SHOP AND PREMISES,5 West Road,Annfield Plain,Stanley,Co Durham,,DH9 7XA,20140314
ANN1937000601ND,OFFICES AND PREMISES,6 West Road,Annfield Plain,Stanley,Co Durham,,DH9 8HU,20060805
ANN1937001000ND,SHOP AND PREMISES,10 West Road,Annfield Plain,Stanley,Co Durham,,DH9 8HU,20170217
ANN2002004400ND,SHOP AND PREMISES,4 Woodbine Terrace,New Kyo,Stanley,Co Durham,,DH9 7JG,20090318
C000140058510090,OFFICES AND PREMISES,Room 008,Mile House,Bridge End,Chester Le Street,Co Durham,DH3 3RA,20160901
C000140058510120,OFFICES AND PREMISES,Room 202,Mile House,Bridge End,Chester Le Street,Co Durham,DH3 3RA,20160901
C000140058510130,OFFICES AND PREMISES,Room 203,Mile House,Bridge End,Chester Le Street,Co Durham,DH3 3RA,20160901
C000140058510180,OFFICES AND PREMISES,Offices 18 & 19,Mile House,Bridge End,Chester Le Street,Co Durham,DH3 3RA,20160901
C000140058510200,OFFICES AND PREMISES,Offices 23 & 26,Mile House,Bridge End,Chester Le Street,Co Durham,DH3 3RA,20160901
C000140058510210,OFFICES AND PREMISES,Office 27,Mile House,Bridge End,Chester Le Street,Co Durham,DH3 3RA,20160901
C000140058510220,OFFICES AND PREMISES,Office 28,Mile House,Bridge End,Chester Le Street,Co Durham,DH3 3RA,20160901
C000140058510230,OFFICES AND PREMISES,Office 30,Mile House,Bridge End,Chester Le Street,Co Durham,DH3 3RA,20160901
C000140173500411,NOT RATED BY VALUATION OFFICE,41A Front Street,Chester Le Street,Co Durham,,,DH3 3BH,20170228
C000140173501641,OFFICES AND PREMISES,164A Front Street,Chester Le Street,Co Durham,,,DH3 3AZ,20150101
C000140173510021,SHOP UNDERGOING ALTERATIONS,Unit 2,The Arcade,Front Street,Chester Le Street,Co Durham,DH3 3BG,20140723
C000140173511591,STALL AND PREMISES,Unit 14 At,154 Front Street,Chester Le Street,Co Durham,,DH3 3AY,
C000140173511661,STALL AND PREMISES,Unit 26-39 At,154 Front Street,Chester Le Street,Co Durham,,DH3 3AY,20161216
C000140173511771,STALL AND PREMISES,Unit 7 At,154 Front Street,Chester Le Street,Co Durham,,DH3 3AX,20150423
C000140173511811,STALL AND PREMISES,Unit 9 At,154 Front Street,Chester Le Street,Co Durham,,DH3 3AX,20160731
C000140174000001,SHOP AND PREMISES,Ashfield House,Front Street,Chester Le Street,Co Durham,,DH3 3AZ,20160928
C000140174001291,SHOP AND PREMISES,129-131 Front Street,Chester Le Street,Co Durham,,,DH3 3BL,20170213
C000140174011541,STALL AND PREMISES,Unit 17 At,154 Front Street,Chester Le Street,Co Durham,,DH3 3AY,20160722
C000140366500033,SHOP AND PREMISES,3 Picktree Lane,Chester Le Street,Co Durham,,,DH3 3SS,20141219
C000140366510053,OFFICE AND PREMISES,Gnd & 1st Flr,Picktree Court,Picktree Lane,Chester Le Street,Co Durham,DH3 3SS,20160701
C000140498010014,OFFICES AND PREMISES,Former Chester Le Street Pathways,Waldridge Road,Chester Le Street,Co Durham,,DH2 3AA,20170224
C000240048710260,OFFICES AND PREMISES,4 Dunns,Bowes Business Park,Lambton Park,Chester le Street,Co Durham,DH3 4AN,20151221
C000740129010021,COMMUNICATION STATION AND PREMISES,Vodafone (37890),Streetworks Layby A693,Drum Industrial Estate,Chester Le Street,Co Durham,DH3 4AS,20160314
C000940177000001,COMMUNAL ROOMS,Former Grange Villa Stone Row Reading Rooms,Front Street,Grange Villa,Chester Le Street,Co Durham,DH2 3LJ,20150709
C001040082510000,GARAGE AND PREMISES,Unit 5 Block 2,Charlaw Lane Industrial Estate,Charlaw Lane,Sacriston,Durham,DH7 6AN,20130930
C001040082510070,GARAGE AND PREMISES,Unit 2 Block 2,Charlaw Lane Industrial Estate,Charlaw Lane,Sacriston,Durham,DH7 6AN,20150701
C001040408510014,LAND USED FOR STORAGE AND PREMISES,Compound,Acorn Close Lane,Sacriston,Durham,,DH7 6AN,20160610
C001040409000004,WORKSHOP AND PREMISES,Unit 18,Sacriston Ind Estate,Plawsworth Road,Sacriston,Durham,DH7 6JX,20170312
C001040409010004,WORKSHOP AND PREMISES,Unit 19,Sacriston Ind Estate,Plawsworth Road,Sacriston,Durham,DH7 6JX,20170310
CAS1471052500,PUBLIC HOUSE AND PREMISES,Castle Eden Inn,Stockton Road,Castle Eden,Hartlepool,Cleveland,TS27 4SD,20170201
CAS1525059011,OFFICE AND PREMISES,Room 13,The Old Brewery,Castle Eden,Hartlepool,Cleveland,TS27 4SU,20070323
CAS1525059013,OFFICE AND PREMISES,Room 15,The Old Brewery,Castle Eden,Hartlepool,Cleveland,TS27 4SU,20160901
CON0054050102ND,OFFICES AND PREMISES,Durham County Council Social Services,Ashdale House,Ashdale Road,Consett,Co Durham,DH8 6LZ,20071027
CON005405103ND,LAW COURT AND PREMISES,Magistrates Court,Ashdale Road,Consett,Co Durham,,DH8 6AZ,20161031
CON00670001A0ND,STORE AND PREMISES,1A Aynsley Terrace,Consett,Co Durham,,,DH8 5LX,19931201
CON0132054400ND,OFFICES AND PREMISES,Steel House,Ponds Court Business Park,Genesis Way,Consett,Co Durham,DH8 5XP,20160718
CON0132054501ND,OFFICES AND PREMISES,First Floor,Steel House,Berry Edge Road,Consett,Co Durham,DH8 5XP,20160201
CON0179009200ND,SHOP AND PREMISES,92 Briardale,Delves Lane,Consett,Co Durham,,DH8 7BE,20100424
CON0204050200ND,FACTORY AND PREMISES,Broomhill,Medomsley,Consett,Co Durham,,DH8 6RY,20160401
CON0306900400ND,OFFICES AND PREMISES,First Floor,4 Church Street,Consett,Co Durham,,DH8 5QA,20120224
CON0354550700ND,OFFICE AND PREMISES,Office 3,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20150501
CON0354551401ND,OFFICES AND PREMISES,Office 14,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8  6BP,20161001
CON0354551501ND,OFFICES AND PREMISES,Office 15,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8  6BP,20161001
CON0354551700ND,OFFICES AND PREMISES,Office 17,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8  6BP,20161001
CON0354551819ND,OFFICES AND PREMISES,Offices 18 - 19,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8  6BP,20161001
CON0354553700ND,OFFICES AND PREMISES,Office 7,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20170301
CON0354553800ND,OFFICES AND PREMISES,Office 8,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20170301
CON0354554034ND,OFFICES AND PREMISES,Office 34,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20160819
CON0354554044ND,OFFICES AND PREMISES,Office 44,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20130111
CON0354554045ND,OFFICES AND PREMISES,Office 45,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20161001
CON0354554049ND,OFFICES AND PREMISES,Office 49,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20110930
CON0354554050ND,OFFICES AND PREMISES,Office 50,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20140701
CON0354554051ND,OFFICES AND PREMISES,Office 51,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8 6BP,20140301
CON0354554104ND,OFFICES AND PREMISES,Office D,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8  6BP,20170401
CON0364000100ND,SECURE TRAINING CENTRE,Hassockfield Secure Train Cent,Corbridge Rd,Medomsley,Consett,Co Durham,DH8 6QY,20150109
CON0423050100ND,STORE AND PREMISES,Delves Scrap Yard,Delves Lane,Consett,Co Durham,,DH8 7JZ,20130107
CON0424055000,PUBLIC HOUSE AND PREMISES,The Black Diamond,Delves Lane,Consett,Co Durham,,DH8 7EX,20140918
CON0425050100ND,BETTING SHOP AND PREMISES,WBM Racing,Delves Lane,Consett,Co Durham,,DH8 7JS,20140101
CON0425950202ND,LAND USED FOR STORAGE AND PREMISES,Rear of Unit D,Delves Lane Industrial Estate,Delves Lane,Consett,Co Durham,DH8 7LH,20031001
CON0425950701ND,LAND USED FOR STORAGE AND PREMISES,Metcalf's Agricultural,Delves Lane Industrial Estate,Delves Lane,Consett,Co Durham,DH8 7EX,20090801
CON0496009702ND,STORE,97A Durham Road,Blackhill,Consett,Co Durham,,DH8 8RR,20141016
CON0496010400ND,BETTING SHOP AND PREMISES,103-105 Durham Road,Blackhill,Consett,Co Durham,,DH8 8RP,20161231
CON0496019500ND,WORKSHOP AND PREMISES,Rear Of,195 Durham Road,Blackhill,Consett,Co Durham,DH8 5UQ,19980720
CON0673001100ND,STORE AND PREMISES,Assembley Rooms,Front Street,Shotley Bridge,Consett,Co Durham,DH8 0HH,20050708
CON0674050000,PUBLIC HOUSE AND PREMISES,Black Horse Inn,Front Street,Consett,Co Durham,,DH8 5AL,
CON0674050100ND,STABLES AND PREMISES,Stable Rear No 10,Front Street,Consett,Co Durham,,DH8 5AQ,20050401
CON0709300007ND,OFFICES AND PREMISES,Consett Innovation Centre,Office 7 Ponds Court Business Park,Genesis Way,Consett,Co Durham,DH8 5XP,20170101
CON0709300014ND,OFFICES AND PREMISES,Consett Innovation Centre,Office 14 Ponds Court Business Park,Genesis Way,Consett,Co Durham,DH8 5XP,20161201
CON0729050300ND,CLUB AND PREMISES,Delves Lane Community Bar,Gloucester Road,Delves Lane,Consett,Co Durham,DH8 7LB,
CON0900905512ND,WAREHOUSE AND PREMISES,Unit 2e,Hownsgill Industrial Estate,Consett,Co Durham,,DH8  7NU,20160401
CON0935851201ND,CLUB AND PREMISES,The Trades,John Street,Consett,Co Durham,,DH8 5LA,20160707
CON0935900600ND,OFFICES AND PREMISES,6 John Street Square,Consett,Co Durham,,,DH8 5AR,20170401
CON1039051000ND,FACTORY AND PREMISES,Unit 5,Leadgate Industrial Estate,Consett,Co Durham,,DH8 7RN,20150227
CON1039054000ND,LAND USED FOR STORAGE AND PREMISES,Caravan Storage,Low Brooms Farm,Leadgate,Consett,Co Durham,DH8 7SR,19960618
CON1135000910ND,COMMUNICATION STATION AND PREMISES,9 Medomsley Road (adj to),Consett,Co Durham,,,DH8 5HE,20130208
CON1135001700ND,UNDERGOING ALTERATION,17 Medomsley Road,Consett,Co Durham,,,DH8 5HE,20070423
CON1135004604ND,OFFICES AND PREMISES,First Floor,48 Medomsley Road,Consett,Co Durham,,DH8 5HA,20110411
CON1135008106ND,SHOP AND PREMISES,80 Medomsley Road,Consett,Co Durham,,,DH8 5HS,20160513
CON1135008107ND,OFFICES AND PREMISES,82 Medomsley Road,Consett,Co Durham,,,DH8 9QR,20160513
CON1135050400ND,WAREHOUSE AND PREMISES,Former Thompson (Chemist) Ltd R/O,Medomsley Road,Consett,Co Durham,,DH8 5HE,19920511
CON1136039500ND,GARDEN NURSERY AND PREMISES,Garden Nursery,Medomsley Road,Consett,Co Durham,,DH8 6QG,20150401
CON1147000812ND,STORE AND PREMISES,Site Reference 3103.1,First Floor,8 Middle Street,Consett,Co Durham,DH8 5QJ,20030502
CON1147003600ND,OFFICES AND PREMISES,36 Middle Street (Rear of),Consett,Co Durham,,,DH8 5QJ,19900401
CON1147004000ND,SHOP AND PREMISES,40 Middle Street,Consett,Co Durham,,,DH8 5QJ,20150831
CON1147004700ND,SHOP AND PREMISES,47-49 Middle Street,Consett,Co Durham,,,DH8 5QP,20170418
CON1147005900ND,SHOP AND PREMISES,59 Middle Street,Consett,Co Durham,,,DH8 5QG,20160901
CON1147050500ND,SHOP AND PREMISES,21 Middle Street,Consett,Co Durham,,,DH8 5QP,20150822
CON1218554600ND,FACTORY AND PREMISES,Units 32A & 32B (BT101),Number One Industrial Estate,Consett,Co Durham,,DH8 6ST,20170203
CON1218560600ND,FACTORY AND PREMISES,Unit 31,Number One Industrial Estate,Consett,Co Durham,,DH8 6SZ,20160901
CON1218561600ND,WORKSHOP AND PREMISES,Unit 27A,Werdhol Business Park,Number One Industrial Estate,Consett,Co Durham,DH8 6TJ,20170125
CON1218561900ND,WORKSHOP AND PREMISES,Unit 7A,Medomsley Road Workshops,Number One Industrial Estate,Consett,Co Durham,DH8 6SS,20141105
CON1218562000ND,WORKSHOP AND PREMISES,Unit 7B,Medomsley Road Workshops,Number One Industrial Estate,Consett,Co Durham,DH8 6SS,20140301
CON1295005100ND,WAREHOUSE AND PREMISES,Alma House - Warehouse,Back Palmerston Street,Consett,Co Durham,,DH8 5RF,20030401
CON13050064F1ND,STORE AND PREMISES (UNECONOMIC TO REPAIR),Unit F1,63-64 Park Road,Consett,Co Durham,,DH8 5SR,19981001
CON13050064G1ND,WORKSHOP AND PREMISES (UNECONOMIC TO REPAIR),Unit G1,63-64 Park Road,Consett,Co Durham,,DH8 5SR,19981001
CON13050064G2ND,WORKSHOP AND PREMISES (UNECONOMIC TO REPAIR),Unit G2,63-64 Park Road,Consett,Co Durham,,DH8 5SR,19990901
CON13050064G3ND,WORKSHOP AND PREMISES (UNECONOMIC TO REPAIR),Unit G3,63-64 Park Road,Consett,Co Durham,,DH8 5SR,19990808
CON13050064G4ND,WORKSHOP AND PREMISES (UNECONOMIC TO REPAIR),Unit G4,63-64 Park Road,Consett,Co Durham,,DH8 5SR,19991021
CON13050064G5ND,WORKSHOP AND PREMISES (UNECONOMIC TO REPAIR),Unit G5,63-64 Park Road,Consett,Co Durham,,DH8 5SR,19990301
CON1305053000ND,WORKSHOP AND PREMISES,Units 4C & D,Park Road Industrial Estate,Consett,Co Durham,,DH8 5UN,20150311
CON1397952700ND,OFFICES AND PREMISES,Unit G10 - West wing,Prospect Business Park,Leadgate,Consett,Co Durham,DH8 7PW,20160916
CON1397953000ND,OFFICES AND PREMISES,Unit F1a - West Wing,Prospect Business Park,Leadgate,Consett,Co Durham,DH8 7PW,20160422
CON1397953201ND,OFFICE AND PREMISES,Unit F2A,Prospect Business Park,Leadgate,Consett,Co Durham,DH8 7PW,20080301
CON1397953202ND,OFFICES AND PREMISES,Unit F2B West Wing,Prospect Business Park,Leadgate,Consett,Co Durham,DH8 7PW,20160215
CON1397953400ND,OFFICES AND PREMISES,Unit F5 - West Wing,Prospect Business Park,Leadgate,Consett,Co Durham,DH8 7PW,20080530
CON1397953600ND,OFFICES AND PREMISES,Unit F7 - West Wing,Prospect Business Park,Leadgate,Consett,Co Durham,DH8 7PW,20080220
CON1397954400ND,OFFICES AND PREMISES,Unit G12,Prospect Business Park,Leadgate,Consett,Co Durham,DH8 7PW,20150601
CON1398550300ND,FACTORY AND PREMISES,Prospect Street,Consett,Durham,,,DH8 5LT,20161207
CON1411501200ND,SHOP AND PREMISES,12-16 Queen Street,Consett,Co Durham,,,DH8 5DA,20140329
CON1414001100ND,SHOP AND PREMISES,John Low Ltd (Pharmacy),10 Queens Road,Blackhill,Consett,Co Durham,DH8 0BH,20080401
CON1448000401ND,OFFICES AND PREMISES,4A Ritsons Road,Blackhill,Consett,Co Durham,,DH8 0AW,20120120
CON1535005500ND,SHOP AND PREMISES,55 Sherburn Terrace,Consett,Co Durham,,,DH8 6ND,20071228
CON1561001101ND,AWAITING CT BANDING,11 Snows Green Road,Shotley Bridge,Consett,Co Durham,,DH8 0HD,20150901
CON1661050001ND,COMMUNICATION STATION AND PREMISES,Vodafone Site No 11956,Stoney Heap,Iveston,Leadgate,Consett Co Durham,DH8 7SU,20110509
CON1717050100ND,WORKSHOP AND PREMISES,Old Temperance Hall,Templar Street,Blackhill,Consett,Co Durham,DH8 8LW,20121005
CON1750550500ND,SHOP AND PREMISES,Unit 8,The Derwent Centre,Consett,Co Durham,,DH8 5SD,20140822
CON1750551100ND,OFFICES AND PREMISES,First Floor Offices,The Derwent Centre,Consett,Co Durham,,DH8 5SD,20130724
CON1765051000,PUBLIC HOUSE AND PREMISES,The Dam Inn,Stanefordham,Moorside,Consett,Co Durham,DH8 8EP,20160208
CON1768550800ND,LAND USED FOR STORAGE AND PREMISES,Unit G,The Grove Industrial Estate,Castleside Road,Consett,Co Durham,DH8 8BH,20070715
CON1859001100ND,SHOP AND PREMISES,11 Victoria Road,Consett,Co Durham,,,DH8 5BQ,20160712
CON1872009800ND,STORE AND PREMISES,98 Vindomora Road - Adjacent,Ebchester,Consett,Co Durham,,DH8 0PS,19900401
CON1895002400ND,SHOP AND PREMISES,24 Watling Street,Leadgate,Consett,Co Durham,,DH8 6DP,19980507
CON1895050400ND,BINGO HALL (VACANT) AND PREMISES,Watling Street (Near 7),Leadgate,Consett,Co Durham,,DH8 6DP,19960414
CON1929050200ND,UNDERGOING ALTERATIONS,West Parade (Rear of),Leadgate,Consett,Co Durham,,DH8 7PJ,20140726
CON1929050400ND,SHOP AND PREMISES,Unit 1,West Parade,Leadgate,Consett,Co Durham,DH8 7PJ,20160101
CON1930000200,SHOP AND PREMISES,2 West Parade,Consett,Co Durham,,,DH8 5RR,20040401
CON1999000101ND,SALES OFFICE,Sales Office,1 Wood Street,Shotley Bridge,Consett,Co Durham,DH8 0JE,20160401
D000230353710263,OFFICES AND PREMISES,Unit 82 First Floor,Consett Business Park,Villa Real,Consett,Co Durham,DH8 6BN,20170401
D000230353710493,OFFICES AND PREMISES,Units 86 & 87 First Floor,Consett Business Park,Villa Real,Consett,Co Durham,DH8 6BN,20170401
D000230353710543,OFFICES AND PREMISES,Unit 60 Ground Floor,Consett Business Park,Villa Real,Consett,Co Durham,DH8 6BN,20150911
D000230353710583,OFFICE AND PREMISES,Unit 58,Consett Business Park,Villa Real,Consett,Co Durham,DH8 6BN,20160601
D000230353710613,OFFICES AND PREMISES,Unit 69 Ground Floor,Consett Business Park,Villa Real,Consett,Co Durham,DH8 6BN,20160601
D000230354510113,OFFICES AND PREMISES,Unit 27 E-Business Centre,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8  6BP,20160131
D000230354510123,OFFICES AND PREMISES,Unit 28 E-Business Centre,Derwentside Business Centre,Villa Real,Consett,Co Durham,DH8  6BP,20161025
D000230425910044,WAREHOUSE AND PREMISES,Unit 4,Taylors Buildings,Delves Lane Industrial Estate,Delves Lane,Consett Co Durham,DH8 9HU,20161230
D000230709310027,OFFICES AND PREMISES,Consett Innovation Centre,Office 3 Ponds Court Business Park,Genesis Way,Consett,Co Durham,DH8 5XP,20170101
D000230709310157,OFFICES AND PREMISES,16 Innovation Centre,Ponds Court Business Park,Genesis Way,Consett,Co Durham,DH8 5XP,20160930
D000230709310177,OFFICES AND PREMISES,14a Innovation Centre,Ponds Court Business Centre,Genesis Way,Consett,Co Durham,DH8 5XP,20160930
D000230709310187,OFFICES AND PREMISES,15 Innovation Centre,Ponds Court Business Park,Genesis Way,Consett,Co Durham,DH8 5XP,20160930
D000230709310197,OFFICES AND PREMISES,15a Innovation Centre,Ponds Court Business Park,Genesis Way,Consett,Co Durham,DH8 5XP,20160930
D000231135010331,FUNCTION ROOM AND PREMISES,33A Medomsley Road,Consett,Co Durham,,,DH8 5HE,20140502
D000231214010042,GYMNASIUM AND PREMISES,Part Vacant 1st Floor,Newmarket Street,Consett,Co Durham,,DH8 5LQ,20150815
D000231218510162,WAREHOUSE AND PREMISES,Unit 6D,Number One Industrial Estate,Consett,Co Durham,,DH8 6SY,20161206
D000231218510172,FACTORY AND PREMISES,Units 14 A-F,Number One Industrial Estate,Consett,Co Durham,,DH8 6SR,20160814
D000231218510182,FACTORY AND PREMISES,Units 15 A-G,Number One Industrial Estate,Consett,Co Durham,,DH8 6SR,20161218
D000231218510222,WORKSHOP AND PREMISES,Units 33 C D & E,Number One Industrial Estate,Consett,Co Durham,,DH8 6SF,20170103
D000231397910063,OFFICES AND PREMISES,Conference Room 2 Gnd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910073,OFFICES AND PREMISES,Office 20 Gnd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910083,OFFICES AND PREMISES,Office 24 Gnd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910093,OFFICES AND PREMISES,Office 23 Gnd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910103,OFFICES AND PREMISES,Office 22 Gnd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910113,OFFICES AND PREMISES,Office 21 Gnd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910143,OFFICES AND PREMISES,Office 9-10 1st Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910153,OFFICES AND PREMISES,Office 11-12 1st Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910163,OFFICES AND PREMISES,Office 13-14 1st Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910173,OFFICES AND PREMISES,Office 16 1st Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910183,OFFICES AND PREMISES,Office 17 1st Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910193,OFFICES AND PREMISES,Office 18 1st Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910203,OFFICES AND PREMISES,Office 19 1st Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910223,OFFICES AND PREMISES,Office 1 2nd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910233,OFFICES AND PREMISES,Office 2 2nd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910243,OFFICES AND PREMISES,Office 3 2nd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910263,OFFICES AND PREMISES,Office 5 2nd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910273,OFFICES AND PREMISES,Office 6 2nd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231397910283,OFFICES AND PREMISES,Office 7 2nd Flr,Prospect House,Prospect Business Park,Leadgate,Consett Co Durham,DH8  7PW,20160501
D000231648000036,OFFICES AND PREMISES,Suite 3 1st Floor,3-6 Station Road,Consett,Co Durham,,DH8 5RL,20150915
D000231750510037,SHOP AND PREMISES,Unit 7b,The Derwent Centre,Consett,Co Durham,,DH8  5SD,20150311
D000231859010248,OFFICE AND PREMISES,Suite 3 1st Flr,24 Victoria Road,Consett,Co Durham,,DH8 5AY,20130918
D000231859010258,OFFICE AND PREMISES,Suite 4 1st Flr,24 Victoria Road,Consett,Co Durham,,DH8 5AY,20130918
D000231859010268,OFFICE AND PREMISES,Suite 5 1st Flr,24 Victoria Road,Consett,Co Durham,,DH8 5AY,20130918
D000231908500009,WORKSHOP AND PREMISES,Unit 27B,Werdhol Business Park,Number One Industrial Estate,Consett,Co Durham,DH8 6TJ,20170125
D000231908510009,WORKSHOP AND PREMISES,Unit 27C,Werdhol Business Park,Number One Industrial Estate,Consett,Co Durham,DH8 6TJ,20170314
D000430336910013,CAFE AND PREMISES,Unit 6,Co-Operative Buildings,Co-Operative Terrace,Dipton,Stanley Co Durham,DH9 9AH,20170329
D000530677010066,OFFICE AND PREMISES,Suite 16,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20130701
D000530677010086,OFFICE AND PREMISES,Suite 1,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20130419
D000530677010096,OFFICES AND PREMISES,Suites 2-3,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20150430
D000530677010106,OFFICES AND PREMISES,Suites 4-5,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20150302
D000530677010116,OFFICE AND PREMISES,Suite 6,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20130419
D000530677010126,OFFICE AND PREMISES,Suite 7,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20130419
D000530677010136,OFFICE AND PREMISES,Suite 8,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010146,OFFICE AND PREMISES,Suite 9,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010156,OFFICE AND PREMISES,Suite 10A,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010166,OFFICE AND PREMISES,Suite 10B,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010176,OFFICE AND PREMISES,Suite 11,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010186,OFFICE AND PREMISES,Suite 12,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010196,OFFICE AND PREMISES,Suite 13,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010206,OFFICE AND PREMISES,Suite 14,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010216,OFFICE AND PREMISES,Suite 15,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20131218
D000530677010226,OFFICE AND PREMISES,Gnd Flr Clydesdale Suite,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20130419
D000530677010296,STORE AND PREMISES,Dartmoor Suite Rear,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20160215
D000530677010316,OFFICE AND PREMISES,1st Flr Clydesdale Suite The Courtyard,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20150901
D000530677010326,OFFICE AND PREMISES,1st Flr Fresian Suite The Courtyard,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20160401
D000530677010356,OFFICES AND PREMISES,Suite 18 Langley Park Business Centre,Old Co-Op Buildings,Front Street,Langley Park,Durham,DH7 9XE,20160215
D000530677010366,OFFICES AND PREMISES,Suite 19,Langley Park Business Centre,Front Street,Langley Park,Durham,DH7 9XE,20160215
D001330695010416,WAREHOUSE AND PREMISES,40 Front Street,Stanley,Co Durham,,,DH9 0HX,20150112
D001331308012713,WORKSHOP AND PREMISES,Units 2 & 3 at,270 Park Road,Stanley,Co Durham,,DH9 7ED,20160401
D001331308012723,WORKSHOP AND PREMISES,Unit 4 at,270 Park Road,Stanley,Co Durham,,DH9 7ED,20160401
